date,rank,player_name,team,positions,fp_player_id,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,K,SLG,OPS,rost_pct_consensus,rost_pct_yahoo,rost_pct_espn
2026-06-24,189,Braxton Fulford,COL,"C,DH",45770,13,3,0,3,2,.308,.444,4,2,0,4,6,.462,.906,0%,0%,0%
2026-06-24,190,Tristan Peters,CWS,"LF,CF,RF",47098,31,6,1,6,0,.194,.278,6,2,1,3,7,.419,.697,2%,2%,1%
2026-06-24,191,Andy Pages,LAD,"LF,CF,RF",43671,61,8,1,5,0,.213,.279,13,3,0,6,15,.312,.591,96%,96%,97%
2026-06-24,192,Daylen Lile,WSH,"LF,RF,DH",44757,42,3,0,6,2,.214,.313,9,1,2,3,5,.333,.646,67%,71%,64%
2026-06-24,193,Ryan Vilade,TB,"1B,LF,RF",7483,26,3,2,4,0,.269,.286,7,2,0,1,7,.577,.863,1%,1%,0%
2026-06-24,194,Endy Rodriguez,PIT,"C,1B",44137,30,4,2,3,0,.267,.353,8,2,0,4,9,.533,.886,1%,2%,1%
2026-06-24,195,Gleyber Torres,DET,2B,5133,20,3,1,4,0,.350,.458,7,2,0,3,4,.600,1.058,48%,46%,50%
2026-06-24,196,Elias Diaz,TEX,C,5591,21,3,0,5,0,.381,.364,8,2,0,0,2,.476,.840,0%,0%,0%
2026-06-24,197,A.J. Ewing,NYM,"2B,CF",48019,42,3,1,6,0,.262,.340,11,5,0,5,10,.452,.793,11%,16%,7%
2026-06-24,198,Maikel Garcia,KC,"2B,3B,SS,OF",44626,35,3,0,7,1,.229,.270,8,2,1,2,8,.343,.613,81%,89%,73%
2026-06-24,199,Christian Yelich,MIL,"LF,DH",4596,41,8,1,4,0,.195,.292,8,2,0,6,12,.317,.609,84%,93%,74%
2026-06-24,200,Justin Crawford,PHI,CF,46277,34,4,0,3,1,.294,.333,10,2,0,2,12,.353,.686,5%,6%,3%
2026-06-24,201,Sterlin Thompson,COL,"1B,LF",46296,24,3,2,4,0,.250,.280,6,2,0,0,11,.583,.863,0%,0%,0%
2026-06-24,202,Davis Schneider,TOR,"2B,LF",45729,21,3,2,3,0,.286,.318,6,2,0,1,4,.667,.985,1%,1%,0%
2026-06-24,203,Spencer Jones,NYY,"CF,RF",46338,27,5,2,4,0,.185,.333,5,1,0,6,13,.444,.778,6%,8%,4%
2026-06-24,204,Rodolfo Duran,SD,C,44204,34,5,2,5,0,.177,.177,6,3,0,0,8,.441,.618,0%,0%,0%
2026-06-24,205,Sal Frelick,MIL,"LF,CF,RF",44675,26,3,0,6,0,.308,.357,8,2,0,2,1,.385,.742,18%,8%,28%
2026-06-24,206,Spencer Steer,CIN,"1B,2B,LF,RF",44364,43,6,3,7,0,.093,.170,4,1,0,4,17,.326,.496,33%,42%,24%
2026-06-24,207,Ezequiel Tovar,COL,SS,45000,40,5,2,3,0,.225,.244,9,1,0,1,16,.400,.644,21%,38%,4%
2026-06-24,208,Randy Arozarena,SEA,"LF,CF",6962,19,4,1,3,1,.211,.250,4,0,0,1,6,.368,.618,94%,97%,90%
2026-06-24,209,Sung-Mun Song,SD,"2B,3B,SS",7354238,22,2,0,2,3,.227,.261,5,1,0,1,5,.273,.534,0%,0%,0%
2026-06-24,210,Zach McKinstry,DET,"2B,3B,SS,LF,RF",10153,34,6,1,2,0,.265,.359,9,1,2,5,6,.500,.859,2%,2%,2%
2026-06-24,211,Shea Langeliers,ATH,"C,DH",8246,46,6,2,5,0,.174,.240,8,3,0,4,9,.370,.610,99%,99%,99%
2026-06-24,212,Ezequiel Duran,TEX,"1B,2B,3B,SS,LF,RF",43722,50,6,2,5,0,.180,.255,9,1,0,4,15,.320,.575,33%,41%,25%
2026-06-24,213,Kyle Manzardo,CLE,"1B,DH",44758,37,3,2,5,0,.216,.318,8,0,0,5,12,.378,.697,5%,7%,3%
2026-06-24,214,Cam Smith,HOU,RF,46344,45,5,2,3,0,.222,.250,10,2,0,2,9,.400,.650,9%,11%,7%
2026-06-24,215,Salvador Perez,KC,"C,1B,DH",4147,56,7,1,4,0,.214,.228,12,3,0,0,11,.321,.550,73%,80%,66%
2026-06-24,216,Chandler Simpson,TB,"LF,CF",46426,41,3,0,3,3,.195,.250,8,1,0,3,4,.220,.470,44%,52%,36%
2026-06-24,217,Julio Rodriguez,SEA,CF,43685,45,5,1,5,1,.178,.260,8,1,0,4,9,.267,.527,99%,99%,99%
2026-06-24,218,Randal Grichuk,CWS,"LF,RF,DH",5423,24,4,2,2,0,.250,.333,6,2,0,3,7,.583,.917,0%,0%,0%
2026-06-24,219,Patrick Bailey,CLE,C,8299,15,4,0,2,0,.467,.529,7,0,0,2,5,.467,.996,1%,1%,1%
2026-06-24,220,Jakob Marsee,MIA,"LF,CF",46634,51,4,1,3,2,.196,.281,10,3,0,6,16,.314,.594,48%,64%,32%
2026-06-24,221,Tyler Freeman,COL,"2B,RF,DH",10024,29,7,0,2,0,.276,.344,8,0,1,1,5,.345,.689,1%,1%,1%
2026-06-24,222,Kameron Misner,KC,"CF,RF",24874,24,1,0,4,1,.333,.360,8,1,0,1,9,.375,.735,0%,0%,0%
2026-06-24,223,Blake Perkins,MIL,"LF,CF,RF",10117,12,2,1,3,0,.417,.417,5,2,0,0,3,.833,1.250,0%,0%,0%
2026-06-24,224,Jose Tena,WSH,"2B,3B,OF,DH",44885,18,1,0,3,2,.278,.381,5,1,0,3,8,.333,.714,0%,0%,0%
2026-06-24,225,Daniel Schneemann,CLE,"2B,3B,SS,CF,RF",45690,31,4,2,6,0,.129,.182,4,0,0,2,13,.323,.504,3%,4%,3%
2026-06-24,226,Josh Naylor,SEA,"1B,DH",6054,43,2,1,3,2,.209,.261,9,2,0,3,5,.326,.587,80%,92%,69%
2026-06-24,227,Oswald Peraza,LAA,"1B,2B,3B,SS",43749,40,3,0,3,2,.225,.225,9,3,0,0,15,.300,.525,4%,6%,2%
2026-06-24,228,Xavier Edwards,MIA,"2B,SS",40137,45,3,0,7,0,.244,.315,11,0,1,6,9,.289,.604,92%,93%,91%
2026-06-24,229,Tyler Stephenson,CIN,C,6024,27,3,1,4,0,.259,.286,7,0,0,1,9,.370,.656,4%,5%,2%
2026-06-24,230,Jorge Barrosa,ARI,"LF,CF,RF",45561,9,4,1,2,0,.333,.400,3,1,0,1,3,.778,1.178,0%,0%,0%
2026-06-24,231,Vinnie Pasquantino,KC,"1B,DH",44894,18,3,0,3,1,.278,.350,5,1,0,2,3,.333,.683,57%,65%,49%
2026-06-24,232,Coby Mayo,BAL,"1B,3B,DH",44345,33,4,2,5,0,.152,.200,5,1,0,2,15,.364,.564,2%,2%,1%
2026-06-24,233,Ty France,SD,1B,8163,33,3,2,6,0,.152,.222,5,1,0,2,13,.364,.586,1%,1%,0%
2026-06-24,234,Jeff McNeil,ATH,"2B,LF,CF,RF",8027,24,4,1,4,0,.208,.296,5,1,0,3,3,.375,.671,5%,5%,6%
2026-06-24,235,Chase Meidroth,CWS,"2B,3B,SS",46617,47,4,1,4,0,.234,.280,11,1,0,1,17,.319,.599,23%,35%,11%
2026-06-24,236,Brice Matthews,HOU,"2B,LF,CF",47819,28,2,2,4,0,.214,.241,6,1,0,1,10,.464,.706,1%,1%,0%
2026-06-24,237,Eli White,ATL,"LF,CF,RF",8216,27,1,1,3,1,.259,.310,7,2,0,2,8,.444,.755,0%,0%,0%
2026-06-24,238,Matt McLain,CIN,"2B,SS",7953,36,4,0,0,4,.139,.279,5,2,0,6,18,.194,.474,25%,40%,9%
2026-06-24,239,Ryan Ward,LAD,"1B,LF,RF",45805,28,4,1,5,0,.179,.281,5,2,0,4,11,.357,.638,1%,1%,1%
2026-06-24,240,Trent Grisham,NYY,CF,7502,13,3,0,2,1,.308,.357,4,0,1,1,1,.462,.819,35%,44%,25%
2026-06-24,241,Gary Sanchez,MIL,"C,1B,DH",4670,19,3,1,3,0,.263,.348,5,0,0,3,4,.421,.769,2%,2%,3%
2026-06-24,242,Hao-Yu Lee,DET,"2B,3B",45251,26,2,0,1,1,.346,.346,9,2,0,0,7,.423,.769,0%,0%,0%
2026-06-24,243,Derek Hill,PHI,"LF,CF,RF",10000,25,3,0,2,1,.280,.280,7,1,0,0,11,.320,.600,0%,0%,0%
2026-06-24,244,Alex Freeland,LAD,"2B,3B,SS",46730,35,4,0,4,0,.257,.357,9,1,0,6,12,.286,.643,1%,1%,1%
2026-06-24,245,Alex Jackson,MIN,C,5687,18,3,0,2,0,.389,.450,7,2,0,0,3,.500,.950,0%,0%,0%
2026-06-24,246,Jose Fermin,STL,"2B,3B,LF,CF",8555,25,2,0,4,0,.320,.320,8,0,0,0,3,.320,.640,0%,0%,0%
2026-06-24,247,Joey Loperfido,HOU,"LF,CF,RF",45780,26,5,1,4,0,.154,.313,4,2,0,6,4,.346,.659,0%,0%,0%
2026-06-24,248,Tyler Tolbert,KC,"IF,LF,CF",45717,11,4,0,1,1,.273,.308,3,0,0,1,3,.273,.580,0%,0%,0%
2026-06-24,249,Alejandro Osuna,TEX,"LF,CF,RF",45996,25,4,0,3,0,.280,.333,7,2,0,1,5,.360,.693,0%,0%,0%
2026-06-24,250,Rafael Flores,PIT,"C,1B",47259,3,2,1,2,0,.667,.800,2,1,0,2,0,2.000,2.800,0%,0%,0%
2026-06-24,251,Nathan Lukes,TOR,"LF,CF,RF",6451,41,3,1,2,0,.268,.302,11,2,0,2,10,.390,.693,2%,2%,1%
2026-06-24,252,Angel Martinez,CLE,"2B,LF,CF,RF",44791,15,2,1,2,0,.333,.333,5,1,0,0,3,.600,.933,17%,17%,17%
2026-06-24,253,Pedro Ramirez,CHC,"2B,3B",45165,15,1,1,3,0,.333,.333,5,1,0,0,2,.600,.933,1%,1%,0%
2026-06-24,254,Rowdy Tellez,ATL,1B,5030,10,2,1,4,0,.200,.200,2,0,0,0,3,.500,.700,0%,0%,0%
2026-06-24,255,Marcus Semien,NYM,2B,4544,47,4,1,4,1,.170,.264,8,0,1,6,17,.277,.541,42%,42%,42%
2026-06-24,256,James Outman,DET,"LF,CF,RF",44201,16,2,1,2,1,.188,.278,3,0,0,2,10,.375,.653,0%,0%,0%
2026-06-24,257,Jake Bauers,MIL,"1B,LF,RF",5090,36,5,1,4,0,.167,.333,6,0,1,8,18,.306,.639,66%,69%,63%
2026-06-24,258,Austin Slater,,,7070,19,1,0,1,2,.263,.364,5,2,0,3,5,.368,.732,0%,0%,0%
2026-06-24,259,Stuart Fairchild,CLE,"LF,CF,RF",43929,11,3,0,0,2,.182,.438,2,0,0,4,7,.182,.619,0%,0%,0%
2026-06-24,260,Yainer Diaz,HOU,"C,DH",45200,17,2,1,2,0,.294,.368,5,1,0,2,3,.529,.898,42%,42%,42%
2026-06-24,261,Kahlil Watson,CLE,"LF,CF,RF",44665,17,1,1,3,1,.177,.177,3,0,0,0,9,.353,.529,0%,0%,0%
2026-06-24,262,Mitch Garver,SEA,"C,DH",6239,16,2,1,4,0,.188,.235,3,0,0,1,8,.375,.610,0%,0%,0%
2026-06-24,263,Jacob Young,WSH,CF,45266,37,4,0,1,2,.189,.211,7,2,1,1,10,.297,.508,2%,2%,2%
2026-06-24,264,John Rave,KC,"LF,CF,RF",45866,10,3,1,1,0,.300,.462,3,1,1,3,3,.900,1.362,0%,0%,0%
2026-06-24,265,Marcell Ozuna,PIT,DH,4726,18,1,1,3,0,.278,.316,5,0,0,1,7,.444,.760,4%,4%,4%
2026-06-24,266,Nick Fortes,TB,C,8673,26,5,0,1,0,.269,.321,7,3,0,1,2,.385,.706,1%,1%,2%
2026-06-24,267,Jarren Duran,BOS,"LF,CF,DH",10054,52,5,2,4,0,.154,.200,8,0,0,3,20,.269,.469,86%,94%,78%
2026-06-24,268,Andrew Vaughn,MIL,1B,22216,22,2,0,4,0,.273,.485,6,2,0,10,4,.364,.849,16%,27%,5%
2026-06-24,269,Marcelo Mayer,BOS,"2B,3B,SS",44663,32,1,0,7,0,.219,.306,7,3,0,4,9,.313,.618,3%,4%,2%
2026-06-24,270,Ali Sanchez,NYY,C,8389,16,1,0,3,0,.375,.444,6,2,0,1,5,.500,.944,0%,0%,0%
2026-06-24,271,Drew Gilbert,SF,"LF,CF,RF",46297,26,4,0,3,0,.231,.460,6,2,0,8,3,.308,.767,0%,0%,0%
2026-06-24,272,Ildemaro Vargas,ARI,"1B,2B",6583,27,7,0,5,0,.074,.219,2,1,0,5,3,.111,.330,29%,18%,40%
2026-06-24,273,Evan Carter,TEX,"LF,CF,RF",43894,13,2,0,2,1,.231,.333,3,0,0,2,3,.231,.564,3%,3%,2%
2026-06-24,274,Samuel Basallo,BAL,"C,1B,DH",44938,44,2,1,5,0,.205,.255,9,0,0,3,13,.273,.528,42%,50%,34%
2026-06-24,275,Josh Jung,TEX,3B,23130,57,5,0,2,0,.246,.328,14,1,0,6,14,.263,.591,48%,53%,44%
2026-06-24,276,Luis Urias,TOR,"2B,3B",6936,5,1,1,2,0,.400,.400,2,0,0,0,1,1.000,1.400,0%,0%,0%
2026-06-24,277,Dane Myers,CIN,"LF,CF,RF,DH",10106,15,0,0,1,2,.267,.389,4,1,0,3,5,.333,.722,0%,0%,0%
2026-06-24,278,Edouard Julien,COL,"1B,2B,DH",44887,31,3,0,3,0,.258,.343,8,1,0,4,8,.290,.633,0%,0%,0%
2026-06-24,279,Justin Foscue,TEX,"1B,2B,DH",43832,13,2,1,1,0,.308,.400,4,0,0,2,2,.539,.939,0%,0%,0%
2026-06-24,280,Luke Raley,SEA,"1B,LF,CF,RF",8040,22,3,1,4,0,.136,.208,3,1,0,2,4,.318,.527,13%,16%,9%
2026-06-24,281,Wenceel Perez,DET,"CF,RF",8666,9,2,1,2,0,.222,.300,2,0,0,1,2,.556,.856,0%,0%,0%
2026-06-24,282,Starling Marte,KC,"LF,RF,DH",4377,21,3,0,2,0,.286,.304,6,1,0,1,3,.333,.638,0%,0%,0%
2026-06-24,283,David Hamilton,MIL,"2B,3B,SS",45029,26,2,0,1,2,.192,.222,5,2,0,1,10,.269,.492,2%,2%,1%
2026-06-24,284,Corey Seager,TEX,SS,4805,13,2,1,2,0,.231,.286,3,0,0,1,3,.462,.747,76%,88%,64%
2026-06-24,285,Santiago Espinal,,,8474,8,0,0,2,0,.625,.625,5,0,0,0,1,.625,1.250,0%,0%,0%
2026-06-24,286,Wade Meckler,LAA,"LF,CF",47291,35,5,0,3,0,.200,.317,7,2,0,6,11,.257,.574,1%,1%,1%
2026-06-24,287,Victor Mesa Jr.,TB,RF,7001,13,3,1,2,0,.154,.313,2,0,0,3,3,.385,.697,0%,0%,0%
2026-06-24,288,Javier Sanoja,MIA,"2B,3B,SS,LF,CF",47475,39,5,0,3,0,.205,.220,8,3,0,1,2,.282,.502,2%,1%,4%
2026-06-24,289,Myles Straw,TOR,"LF,CF,RF",7628,22,4,0,1,0,.273,.320,6,1,0,2,3,.318,.638,0%,0%,0%
2026-06-24,290,Taylor Trammell,HOU,"LF,CF",6417,14,2,1,2,0,.214,.267,3,1,0,1,8,.500,.767,0%,0%,0%
2026-06-24,291,Jimmy Crooks III,STL,C,46621,31,2,1,5,0,.161,.257,5,1,0,3,8,.290,.548,1%,1%,0%
2026-06-24,292,Miles Mastrobuoni,SEA,"2B,3B,LF,RF",8608,23,3,0,1,1,.217,.269,5,0,0,2,10,.217,.487,0%,0%,0%
2026-06-24,293,Nolan Arenado,ARI,3B,4350,52,3,0,3,2,.173,.228,9,1,0,3,12,.192,.420,19%,21%,16%
2026-06-24,294,Willy Adames,SF,SS,5988,39,4,2,2,0,.154,.175,6,1,0,1,9,.333,.508,66%,77%,54%
2026-06-24,295,Victor Robles,SEA,"LF,CF,RF",5978,32,3,0,0,2,.188,.257,6,0,0,3,4,.188,.445,0%,0%,0%
2026-06-24,296,Cal Raleigh,SEA,"C,DH",8457,22,2,1,3,0,.182,.357,4,0,0,6,8,.318,.675,97%,97%,98%
2026-06-24,297,Christian Walker,HOU,1B,4905,50,4,2,4,0,.140,.218,7,2,0,5,15,.300,.518,84%,91%,78%
2026-06-24,298,Nelson Velazquez,STL,"LF,RF,DH",45006,16,2,1,2,0,.188,.278,3,1,0,2,6,.438,.715,0%,0%,0%
2026-06-24,299,Alejandro Kirk,TOR,C,43675,24,1,0,4,0,.250,.296,6,1,0,2,6,.292,.588,31%,27%,36%
2026-06-24,300,Justin Dean,CHC,CF,8575,2,1,0,3,0,.500,.500,1,0,1,0,0,1.500,2.000,0%,0%,0%
